James heard Stephen by a ship in an man with James by an cat with an tree with James outside Irene,"[['PETS', 0.995816], ['SPORTS', 0.0031105], ['TRAVEL', 0.000389537], ['RELIGION AND SPIRITUALITY', 0.00019811], ['HOBBIES AND INTERESTS', 3.98603e-05]]","[['CATS', 0.3], ['PETS', 0.09]]",False,1,0,04:04:19.485726
James heard Stephen in an ship in an man with Stephen by the cat outside an tree with Stephen outside I,"[['PETS', 0.998633], ['NON STANDARD CONTENT', 0.000220109], ['RELIGION AND SPIRITUALITY', 0.000192399], ['SPORTS', 0.000106378], ['SCIENCE', 0.000101959]]","[['CATS', 0.3], ['PETS', 0.08]]",False,15,0,04:06:41.730485
James heard Stephen in an ship in an man with Stephen by the cat outside my tree with Stephen outside I,"[['PETS', 0.998898], ['NON STANDARD CONTENT', 0.00022661], ['RELIGION AND SPIRITUALITY', 0.000224787], ['SCIENCE', 7.90029e-05], ['SPORTS', 7.28852e-05]]","[['CATS', 0.3], ['PETS', 0.08]]",False,16,0,04:06:50.789871
James heard Stephen in an ship in an country with Stephen by the cat outside my tree with Stephen outside I,"[['PETS', 0.998947], ['NON STANDARD CONTENT', 0.000212142], ['TRAVEL', 0.000188542], ['EDUCATION', 0.000144706], ['HOBBIES AND INTERESTS', 0.000117491]]","[['CATS', 0.3], ['PETS', 0.08]]",False,17,0,04:07:01.007029
James meant Stephen in an ship in an country with Stephen by the cat outside my tree with Stephen outside I,"[['PETS', 0.999057], ['TRAVEL', 0.000308028], ['NON STANDARD CONTENT', 0.000136126], ['ARTS AND ENTERTAINMENT', 0.000121748], ['STYLE AND FASHION', 4.39111e-05]]","[['CATS', 0.29], ['PETS', 0.08]]",False,18,0,04:07:11.315927
James meant Stephen in an ship in my country with Stephen by the cat outside my tree with Stephen outside I,"[['PETS', 0.998507], ['NON STANDARD CONTENT', 0.000415483], ['TRAVEL', 0.000303866], ['STYLE AND FASHION', 0.000165127], ['SOCIETY', 0.000107732]]","[['CATS', 0.29], ['PETS', 0.08]]",False,19,0,04:07:21.589584
James meant Stephen in the ship in my country with Stephen by the cat outside my tree with Stephen outside I,"[['PETS', 0.992416], ['TRAVEL', 0.00714589], ['STYLE AND FASHION', 0.000108037], ['NON STANDARD CONTENT', 9.58561e-05], ['HOBBIES AND INTERESTS', 3.30433e-05]]","[['CATS', 0.29], ['PETS', 0.08]]",False,20,0,04:07:31.691830
James meant Stephen in the ship in my country with Stephen by the cat outside an tree with Stephen outside I,"[['PETS', 0.992305], ['TRAVEL', 0.0073705], ['STYLE AND FASHION', 6.68627e-05], ['NON STANDARD CONTENT', 6.18742e-05], ['HOBBIES AND INTERESTS', 2.77956e-05]]","[['CATS', 0.29], ['PETS', 0.08]]",False,21,0,04:07:41.522934
James caught Stephen in the ship in my country with Stephen by the cat outside an tree with Stephen outside I,"[['PETS', 0.992673], ['TRAVEL', 0.0070643], ['HOBBIES AND INTERESTS', 5.54952e-05], ['NON STANDARD CONTENT', 5.23114e-05], ['STYLE AND FASHION', 2.65251e-05]]","[['CATS', 0.29], ['PETS', 0.1]]",False,22,0,04:07:52.901535
James caught Stephen in the ship in my country with Stephen by the cat outside an telescope with Stephen outside I,"[['PETS', 0.982799], ['TRAVEL', 0.016477], ['HOBBIES AND INTERESTS', 0.000260507], ['STYLE AND FASHION', 5.63055e-05], ['NON STANDARD CONTENT', 5.50063e-05]]","[['CATS', 0.3], ['PETS', 0.09]]",False,23,0,04:08:03.027164
James began Stephen in the ship in my country with Stephen by the cat outside an telescope with Stephen outside I,"[['PETS', 0.97646], ['TRAVEL', 0.0226824], ['STYLE AND FASHION', 0.00017062], ['HOBBIES AND INTERESTS', 0.000163929], ['NON STANDARD CONTENT', 5.36146e-05]]","[['CATS', 0.3], ['PETS', 0.08]]",False,24,0,04:08:13.367487
James began Stephen in the ship in my country with Stephen by the cat outside an man with Stephen outside I,"[['PETS', 0.989941], ['TRAVEL', 0.00942546], ['HOBBIES AND INTERESTS', 0.000120069], ['STYLE AND FASHION', 8.96797e-05], ['NON STANDARD CONTENT', 7.6555e-05]]","[['CATS', 0.31], ['PROFANE CONTENT', 0.19], ['PETS', 0.08], ['NON-STANDARD CONTENT', 0.07]]",True,25,1,04:08:23.608977
James began Stephen in the ship in my country with Stephen by the cat outside an man with Stephen outside James,"[['PETS', 0.98805], ['TRAVEL', 0.011125], ['HOBBIES AND INTERESTS', 0.000193113], ['STYLE AND FASHION', 8.78894e-05], ['NON STANDARD CONTENT', 8.49988e-05]]","[['CATS', 0.29], ['PROFANE CONTENT', 0.19], ['PETS', 0.07], ['NON-STANDARD CONTENT', 0.06]]",True,26,2,04:08:33.475063
James began Stephen in the ship in my country with Stephen by the cat outside an man with James outside James,"[['PETS', 0.987302], ['TRAVEL', 0.0113159], ['SPORTS', 0.00100183], ['HOBBIES AND INTERESTS', 9.40173e-05], ['STYLE AND FASHION', 2.63969e-05]]","[['CATS', 0.3], ['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.19], ['PETS', 0.08], ['NON-STANDARD CONTENT', 0.06]]",True,27,3,04:08:43.530378
James began Irene in the ship in my country with Stephen by the cat outside an man with James outside James,"[['PETS', 0.98538], ['TRAVEL', 0.0132456], ['SPORTS', 0.00108082], ['CAREERS', 6.52589e-05], ['HOBBIES AND INTERESTS', 2.70345e-05]]","[['CATS', 0.31], ['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.19], ['PETS', 0.08], ['NON-STANDARD CONTENT', 0.06]]",True,28,4,04:08:54.124783
James began Irene in the ship in my country with Stephen by the monkey outside an man with James outside James,"[['TRAVEL', 0.481676], ['FAMILY AND PARENTING', 0.462153], ['SPORTS', 0.0401871], ['CAREERS', 0.00248427], ['SCIENCE', 0.00202533]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.19], ['BOOKS & LITERATURE', 0.18], ['UNITED KINGDOM', 0.08], ['NON-STANDARD CONTENT', 0.07], ['SPORTS', 0.06]]",True,29,5,04:09:04.472404
James began Irene in the ship in my country with Stephen by the monkey outside an man in James outside James,"[['TRAVEL', 0.447229], ['FAMILY AND PARENTING', 0.437753], ['SPORTS', 0.0894388], ['HOBBIES AND INTERESTS', 0.00456938], ['NON STANDARD CONTENT', 0.00366703]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.19], ['BOOKS & LITERATURE', 0.18], ['UNITED KINGDOM', 0.08], ['NON-STANDARD CONTENT', 0.07], ['SPORTS', 0.06]]",True,30,6,04:09:14.568780
James began Irene in the ship in my country with Stephen by the monkey outside an man in James by James,"[['FAMILY AND PARENTING', 0.526945], ['TRAVEL', 0.422562], ['HOBBIES AND INTERESTS', 0.0139228], ['NON STANDARD CONTENT', 0.006255], ['SCIENCE', 0.00301429]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.19], ['BOOKS & LITERATURE', 0.18], ['UNITED KINGDOM', 0.08], ['NON-STANDARD CONTENT', 0.07], ['SPORTS', 0.06]]",True,31,7,04:09:24.948525
Irene began Irene in the ship in my country with Stephen by the monkey outside an man in James by James,"[['FAMILY AND PARENTING', 0.505537], ['TRAVEL', 0.455731], ['HOBBIES AND INTERESTS', 0.00742644], ['CAREERS', 0.00433285], ['ARTS AND ENTERTAINMENT', 0.00414301]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.19], ['UNITED KINGDOM', 0.07], ['NON-STANDARD CONTENT', 0.07], ['HOBBIES & INTERESTS', 0.06], ['TRAVEL', 0.06]]",True,32,8,04:09:35.047201
Irene began Irene in my ship in my country with Stephen by the monkey outside an man in James by James,"[['TRAVEL', 0.976956], ['FAMILY AND PARENTING', 0.0221116], ['CAREERS', 0.000292125], ['ARTS AND ENTERTAINMENT', 0.000215091], ['NON STANDARD CONTENT', 0.000172887]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.19], ['UNITED KINGDOM', 0.07], ['NON-STANDARD CONTENT', 0.07], ['HOBBIES & INTERESTS', 0.06], ['TRAVEL', 0.06]]",True,33,9,04:09:44.467147
Irene began Irene in my ship in my country with Irene by the monkey outside an man in James by James,"[['TRAVEL', 0.965199], ['FAMILY AND PARENTING', 0.0284484], ['CAREERS', 0.00513305], ['ARTS AND ENTERTAINMENT', 0.000620666], ['SOCIETY', 0.000154541]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['UNITED KINGDOM', 0.07], ['HOBBIES & INTERESTS', 0.06], ['NON-STANDARD CONTENT', 0.06], ['TRAVEL', 0.05]]",True,34,10,04:09:57.236928
Irene began Irene in my ship in my country with Irene by the monkey outside the man in James by James,"[['TRAVEL', 0.933443], ['FAMILY AND PARENTING', 0.0586367], ['CAREERS', 0.00537099], ['SOCIETY', 0.000689722], ['ARTS AND ENTERTAINMENT', 0.000657005]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['UNITED KINGDOM', 0.07], ['HOBBIES & INTERESTS', 0.06], ['NON-STANDARD CONTENT', 0.06], ['TRAVEL', 0.05]]",True,35,11,04:10:08.568956
Irene began James in my ship in my country with Irene by the monkey outside the man in James by James,"[['HOBBIES AND INTERESTS', 0.680268], ['TRAVEL', 0.296442], ['FAMILY AND PARENTING', 0.0217541], ['CAREERS', 0.000966477], ['ARTS AND ENTERTAINMENT', 0.00012815]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['BOOKS & LITERATURE', 0.16], ['UNITED KINGDOM', 0.07], ['NON-STANDARD CONTENT', 0.06], ['HOBBIES & INTERESTS', 0.06]]",True,36,12,04:10:19.192630
Irene began James in my ship in my country with Irene by the monkey on the man in James by James,"[['HOBBIES AND INTERESTS', 0.662135], ['TRAVEL', 0.311653], ['FAMILY AND PARENTING', 0.0246016], ['CAREERS', 0.000970064], ['ARTS AND ENTERTAINMENT', 0.000127105]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['BOOKS & LITERATURE', 0.16], ['UNITED KINGDOM', 0.07], ['NON-STANDARD CONTENT', 0.06], ['HOBBIES & INTERESTS', 0.06]]",True,37,13,04:10:28.536774
Irene began James in my ship in my country with Irene by the monkey on the man in I by James,"[['HOBBIES AND INTERESTS', 0.608842], ['TRAVEL', 0.356247], ['FAMILY AND PARENTING', 0.0330875], ['CAREERS', 0.00126411], ['SOCIETY', 0.000124751]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.19], ['UNITED KINGDOM', 0.07], ['NON-STANDARD CONTENT', 0.07], ['TRAVEL', 0.06], ['HOBBIES & INTERESTS', 0.06]]",True,38,14,04:10:37.940121
Irene began James in my ship in my country with Irene by the monkey on the man outside I by James,"[['TRAVEL', 0.660128], ['HOBBIES AND INTERESTS', 0.296549], ['FAMILY AND PARENTING', 0.0423579], ['CAREERS', 0.000666153], ['SOCIETY', 5.73879e-05]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.19], ['UNITED KINGDOM', 0.07], ['NON-STANDARD CONTENT', 0.07], ['TRAVEL', 0.06], ['HOBBIES & INTERESTS', 0.06]]",True,39,15,04:10:47.890874
Irene meant James in my ship in my country with Irene by the monkey on the man outside I by James,"[['TRAVEL', 0.910508], ['FAMILY AND PARENTING', 0.0880016], ['CAREERS', 0.00102534], ['SOCIETY', 9.56449e-05], ['NON STANDARD CONTENT', 8.51288e-05]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.19], ['UNITED KINGDOM', 0.07], ['NON-STANDARD CONTENT', 0.06], ['TRAVEL', 0.06], ['HOBBIES & INTERESTS', 0.06]]",True,40,16,04:10:58.055506
Irene fought James in my ship in my country with Irene by the monkey on the man outside I by James,"[['TRAVEL', 0.931718], ['FAMILY AND PARENTING', 0.0643619], ['CAREERS', 0.00316763], ['NON STANDARD CONTENT', 0.000200935], ['SOCIETY', 8.35024e-05]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['UNITED KINGDOM', 0.07], ['NON-STANDARD CONTENT', 0.06], ['TRAVEL', 0.06], ['HOBBIES & INTERESTS', 0.06]]",True,41,17,04:11:08.780744
Irene fought James in my monkey in my country with Irene by the monkey on the man outside I by James,"[['FAMILY AND PARENTING', 0.986479], ['CAREERS', 0.00676858], ['NON STANDARD CONTENT', 0.00356421], ['HEALTH AND FITNESS', 0.000774706], ['ARTS AND ENTERTAINMENT', 0.000355225]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['CELEBRITY FAN/GOSSIP', 0.16], ['NON-STANDARD CONTENT', 0.06], ['HOBBIES & INTERESTS', 0.06], ['SPORTS', 0.06]]",True,42,18,04:11:19.226025
Irene fought James by my monkey in my country with Irene by the monkey on the man outside I by James,"[['FAMILY AND PARENTING', 0.968965], ['NON STANDARD CONTENT', 0.0194025], ['CAREERS', 0.00601748], ['ARTS AND ENTERTAINMENT', 0.0018794], ['HEALTH AND FITNESS', 0.000907822]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['CELEBRITY FAN/GOSSIP', 0.16], ['NON-STANDARD CONTENT', 0.06], ['HOBBIES & INTERESTS', 0.06], ['SPORTS', 0.06]]",True,43,19,04:11:30.284786
Irene fought James by my monkey in an country with Irene by the monkey on the man outside I by James,"[['FAMILY AND PARENTING', 0.972099], ['NON STANDARD CONTENT', 0.0206542], ['ARTS AND ENTERTAINMENT', 0.0013223], ['HEALTH AND FITNESS', 0.000880235], ['RELIGION AND SPIRITUALITY', 0.000438872]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['CELEBRITY FAN/GOSSIP', 0.16], ['NON-STANDARD CONTENT', 0.06], ['HOBBIES & INTERESTS', 0.06], ['SPORTS', 0.06]]",True,44,20,04:11:40.729147
Irene fought James by my monkey in an country with Irene by the monkey on the man on I by James,"[['FAMILY AND PARENTING', 0.990617], ['NON STANDARD CONTENT', 0.0053484], ['HEALTH AND FITNESS', 0.000656644], ['ARTS AND ENTERTAINMENT', 0.00045138], ['RELIGION AND SPIRITUALITY', 0.000419464]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['CELEBRITY FAN/GOSSIP', 0.16], ['NON-STANDARD CONTENT', 0.06], ['HOBBIES & INTERESTS', 0.06], ['SPORTS', 0.06]]",True,45,21,04:11:51.483283
Irene fought James by my monkey in an country with Irene by the monkey on the man with I by James,"[['FAMILY AND PARENTING', 0.920493], ['HOBBIES AND INTERESTS', 0.0487836], ['NON STANDARD CONTENT', 0.0146686], ['HEALTH AND FITNESS', 0.00514013], ['ARTS AND ENTERTAINMENT', 0.00129672]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['CELEBRITY FAN/GOSSIP', 0.16], ['NON-STANDARD CONTENT', 0.06], ['HOBBIES & INTERESTS', 0.06], ['SPORTS', 0.06]]",True,46,22,04:12:02.238042
Irene fought James with my monkey in an country with Irene by the monkey on the man with I by James,"[['FAMILY AND PARENTING', 0.922643], ['HOBBIES AND INTERESTS', 0.051771], ['HEALTH AND FITNESS', 0.00609726], ['RELIGION AND SPIRITUALITY', 0.00299841], ['NON STANDARD CONTENT', 0.00289261]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['CELEBRITY FAN/GOSSIP', 0.16], ['NON-STANDARD CONTENT', 0.06], ['HOBBIES & INTERESTS', 0.06], ['SPORTS', 0.06]]",True,47,23,04:12:11.770026
Irene fought James with a monkey in an country with Irene by the monkey on the man with I by James,"[['FAMILY AND PARENTING', 0.877124], ['HOBBIES AND INTERESTS', 0.0831255], ['HEALTH AND FITNESS', 0.00656667], ['RELIGION AND SPIRITUALITY', 0.00561183], ['NON STANDARD CONTENT', 0.00470656]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['CELEBRITY FAN/GOSSIP', 0.16], ['NON-STANDARD CONTENT', 0.06], ['HOBBIES & INTERESTS', 0.06], ['SPORTS', 0.06]]",True,48,24,04:12:21.381136
Irene caught James with a monkey in an country with Irene by the monkey on the man with I by James,"[['ARTS AND ENTERTAINMENT', 0.902743], ['FAMILY AND PARENTING', 0.0674149], ['SPORTS', 0.0245642], ['HOBBIES AND INTERESTS', 0.00366653], ['SCIENCE', 0.000210051]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['CELEBRITY FAN/GOSSIP', 0.16], ['HOBBIES & INTERESTS', 0.06], ['NON-STANDARD CONTENT', 0.06], ['SPORTS', 0.06]]",True,49,25,04:12:31.724358
Irene caught James with an monkey in an country with Irene by the monkey on the man with I by James,"[['ARTS AND ENTERTAINMENT', 0.850449], ['FAMILY AND PARENTING', 0.113011], ['SPORTS', 0.0288778], ['HOBBIES AND INTERESTS', 0.00576803], ['NON STANDARD CONTENT', 0.000194529]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['CELEBRITY FAN/GOSSIP', 0.16], ['HOBBIES & INTERESTS', 0.06], ['NON-STANDARD CONTENT', 0.06], ['SPORTS', 0.06]]",True,50,26,04:12:41.311117
Irene caught James with an country in an country with Irene by the monkey on the man with I by James,"[['ARTS AND ENTERTAINMENT', 0.917126], ['FAMILY AND PARENTING', 0.0456692], ['SPORTS', 0.0302932], ['HOBBIES AND INTERESTS', 0.00541193], ['RELIGION AND SPIRITUALITY', 0.000126277]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.19], ['UNITED KINGDOM', 0.08], ['NON-STANDARD CONTENT', 0.06], ['HOBBIES & INTERESTS', 0.06], ['SPORTS', 0.06]]",True,51,27,04:12:51.180995
Irene caught Stephen with an country in an country with Irene by the monkey on the man with I by James,"[['ARTS AND ENTERTAINMENT', 0.955829], ['FAMILY AND PARENTING', 0.0418677], ['HOBBIES AND INTERESTS', 0.00111901], ['RELIGION AND SPIRITUALITY', 0.00015071], ['TRAVEL', 0.000140026]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.19], ['UNITED KINGDOM', 0.07], ['NON-STANDARD CONTENT', 0.06], ['HOBBIES & INTERESTS', 0.06], ['TRAVEL', 0.05]]",True,52,28,04:13:01.626303
Irene meant Stephen with an country in an country with Irene by the monkey on the man with I by James,"[['FAMILY AND PARENTING', 0.920869], ['ARTS AND ENTERTAINMENT', 0.0445382], ['HOBBIES AND INTERESTS', 0.0146535], ['HEALTH AND FITNESS', 0.00285775], ['TRAVEL', 0.00210302]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.19], ['UNITED KINGDOM', 0.07], ['NON-STANDARD CONTENT', 0.07], ['HOBBIES & INTERESTS', 0.06], ['SPORTS', 0.05]]",True,53,29,04:13:13.298881
Irene caught Stephen with an country in an country with Irene by the monkey on the man with I by James,"[['ARTS AND ENTERTAINMENT', 0.955829], ['FAMILY AND PARENTING', 0.0418677], ['HOBBIES AND INTERESTS', 0.00111901], ['RELIGION AND SPIRITUALITY', 0.00015071], ['TRAVEL', 0.000140026]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.19], ['UNITED KINGDOM', 0.07], ['NON-STANDARD CONTENT', 0.06], ['HOBBIES & INTERESTS', 0.06], ['TRAVEL', 0.05]]",True,53,29,04:13:23.744273
Irene caught Stephen with an country in an country with Irene by the monkey on the pajamas with I by James,"[['ARTS AND ENTERTAINMENT', 0.957525], ['FAMILY AND PARENTING', 0.0246819], ['SCIENCE', 0.0159027], ['HOBBIES AND INTERESTS', 0.00132999], ['FOOD AND DRINK', 0.00012105]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['UNITED KINGDOM', 0.06], ['HOBBIES & INTERESTS', 0.06], ['BIRDWATCHING', 0.05], ['NON-STANDARD CONTENT', 0.05]]",True,54,30,04:13:34.496333
Irene began Stephen with an country in an country with Irene by the monkey on the pajamas with I by James,"[['FAMILY AND PARENTING', 0.554492], ['SCIENCE', 0.40736], ['HOBBIES AND INTERESTS', 0.0214906], ['HEALTH AND FITNESS', 0.0026083], ['RELIGION AND SPIRITUALITY', 0.00254555]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['OFF-ROAD VEHICLES', 0.09], ['UNITED KINGDOM', 0.06], ['HOBBIES & INTERESTS', 0.06], ['NON-STANDARD CONTENT', 0.06]]",True,55,31,04:13:44.051253
Irene caught Stephen with an country in an country with Irene by the monkey on the pajamas with I by James,"[['ARTS AND ENTERTAINMENT', 0.957525], ['FAMILY AND PARENTING', 0.0246819], ['SCIENCE', 0.0159027], ['HOBBIES AND INTERESTS', 0.00132999], ['FOOD AND DRINK', 0.00012105]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['UNITED KINGDOM', 0.06], ['HOBBIES & INTERESTS', 0.06], ['BIRDWATCHING', 0.05], ['NON-STANDARD CONTENT', 0.05]]",True,55,31,04:13:54.464835
Irene caught Stephen with an country in an country with Irene by the monkey on the pajamas with I by Stephen,"[['ARTS AND ENTERTAINMENT', 0.906342], ['FAMILY AND PARENTING', 0.0675885], ['SCIENCE', 0.0225563], ['HOBBIES AND INTERESTS', 0.00103079], ['SPORTS', 0.000330779]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['HOBBIES & INTERESTS', 0.06], ['UNITED KINGDOM', 0.06], ['BIRDWATCHING', 0.05], ['NON-STANDARD CONTENT', 0.05]]",True,56,32,04:14:04.909582
Irene fought Stephen with an country in an country with Irene by the monkey on the pajamas with I by Stephen,"[['FAMILY AND PARENTING', 0.671837], ['SCIENCE', 0.221518], ['NON STANDARD CONTENT', 0.0493498], ['HOBBIES AND INTERESTS', 0.0175926], ['TRAVEL', 0.00587196]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['OFF-ROAD VEHICLES', 0.09], ['HOBBIES & INTERESTS', 0.06], ['UNITED KINGDOM', 0.06], ['NON-STANDARD CONTENT', 0.06]]",True,57,33,04:14:15.048178
Irene fought Stephen with my country in an country with Irene by the monkey on the pajamas with I by Stephen,"[['FAMILY AND PARENTING', 0.554006], ['SCIENCE', 0.367159], ['NON STANDARD CONTENT', 0.0382323], ['HOBBIES AND INTERESTS', 0.00962072], ['SPORTS', 0.00333666]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['OFF-ROAD VEHICLES', 0.09], ['HOBBIES & INTERESTS', 0.06], ['UNITED KINGDOM', 0.06], ['NON-STANDARD CONTENT', 0.06]]",True,58,34,04:14:26.106935
Irene fought Stephen with my country in an country with Irene by the monkey on the pajamas with Irene by Stephen,"[['FAMILY AND PARENTING', 0.466553], ['SCIENCE', 0.433575], ['NON STANDARD CONTENT', 0.0321078], ['TRAVEL', 0.00973731], ['RELIGION AND SPIRITUALITY', 0.00697772]]","[['EXTREME GRAPHIC/EXPLICIT VIOLENCE', 0.2], ['HOBBIES & INTERESTS', 0.06], ['NON-STANDARD CONTENT', 0.06], ['BIRDWATCHING', 0.05]]",True,59,35,04:14:36.859907
